Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,38067565161,40424526826,41450779109,38244330108,28851673545,25121666667,26361131547,30072880812,37430238806,36937074278,35575197535,41696111548,35953162616,37253738081,40395114265,46065502703,57806382692,74973660681,98454374488,1.22024E+11,1.74589E+11,2.14317E+11,1.74102E+11,1.70029E+11,1.92614E+11,1.79133E+11,1.89789E+11,1.99714E+11,1.77884E+11,1.85288E+11,2.10147E+11,2.43316E+11,2.51018E+11,2.51363E+11,2.85405E+11,3.01262E+11
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54713E+11,5.065E+11,5.16814E+11,5.17963E+11,4.60291E+11,4.35084E+11,3.95077E+11,3.95537E+11,3.91725E+11,4.04929E+11,2.70955E+11,1.95907E+11,2.5971E+11,3.06602E+11,3.4547E+11,4.30347E+11,5.91017E+11,7.64016E+11,9.89932E+11,1.2997E+12,1.66085E+12,1.22265E+12,1.52492E+12,2.04592E+12,2.20829E+12,2.29247E+12,2.05924E+12,1.36348E+12,1.27679E+12,1.5742E+12,1.65733E+12,1.69311E+12,1.49308E+12,1.83689E+12,2.24042E+12
Rwanda,119000024,122000016,125000008,128000000,129999994,148799980,124525703,159560018,172200018,188700037,219900006,222952504,246457839,290746157,308458423,571863503,637753856,746650611,905709081,1109346137,1254765643,1407062526,1407243133,1479687583,1587413091,1715626337,1944710688,2157432668,2395492695,2405022588,2550185693,1911600232,2029026957,1971525718,753636370,1293535192,1382334879,1851558199,1989343548,2157024758,2068762707,1966548410,1965932546,2138185328,2376464520,2933765825,3319711249,4070391531,5179804291,5674428928,6124693374,6884907733,7654782979,7820052084,8239042500,8543869360,8695318854,9252833678,9636510839,10346675636,10172925172,11055281971,13312796765
South Asia,47156704039,50316837320,53705580293,60408326895,69158968714,74274468930,62456580600,68712964033,72018446517,79171992804,85711844745,91169238617,91653327298,1.04781E+11,1.26935E+11,1.35868E+11,1.32608E+11,1.53554E+11,1.74722E+11,1.95693E+11,2.35962E+11,2.5014E+11,2.58793E+11,2.73951E+11,2.72676E+11,2.96511E+11,3.14035E+11,3.4869E+11,3.74679E+11,3.78113E+11,4.07067E+11,3.62155E+11,3.84619E+11,3.80987E+11,4.32196E+11,4.79707E+11,5.24815E+11,5.50549E+11,5.58259E+11,5.98147E+11,6.30242E+11,6.45679E+11,6.77427E+11,7.91027E+11,9.17083E+11,1.0506E+12,1.19609E+12,1.50416E+12,1.52761E+12,1.68317E+12,2.06247E+12,2.27735E+12,2.3024E+12,2.36271E+12,2.58779E+12,2.70484E+12,3.01076E+12,3.43388E+12,3.53421E+12,3.658E+12,3.49001E+12,4.06278E+12,4.36163E+12
Saudi Arabia,,,,,,,,,4187777708,4485777641,5377268844,7184816177,9664177037,14947535254,45412971922,46773137523,64005623888,74189100135,80266637390,1.11859E+11,1.6454E+11,1.84291E+11,1.5324E+11,1.29172E+11,1.19625E+11,1.03898E+11,86962013011,85695941760,88256162069,95344352824,1.1763E+11,1.32223E+11,1.37088E+11,1.32968E+11,1.35175E+11,1.43343E+11,1.58662E+11,1.65964E+11,1.46775E+11,1.61717E+11,1.89515E+11,1.84138E+11,1.89606E+11,2.15808E+11,2.58742E+11,3.2846E+11,3.769E+11,4.15965E+11,5.19797E+11,4.29098E+11,5.28207E+11,6.76635E+11,7.4185E+11,7.53865E+11,7.66606E+11,6.69484E+11,6.66E+11,7.14995E+11,8.46584E+11,8.38565E+11,7.34271E+11,8.68586E+11,1.10815E+12
Sudan,1126364162,1222860429,1328259625,1351234926,1388282600,1446869619,1484491676,1607409539,1677771401,1847501441,2100229759,2288340041,2483055722,3077254460,3958931660,4823090192,6013210816,7499005639,8128719315,8418407787,8951800018,10753888154,8732542274,8230153846,10447615385,8075259600,10092200000,12093333333,14372555556,21408111111,33641222222,44171194366,7031933492,8881010081,12793798418,13830369852,9018303128,11681179571,11250220603,10682027635,12257299147,15716361539,18137126092,21355295732,26646007251,35182707174,45263824686,59440139775,64833088568,58315346841,74151157012,78402841445,63196236489,66027147865,76818773785,84984672416,1.02944E+11,1.29719E+11,32333780383,32338079165,27034593750,34229513775,51662241775
Senegal,1003692369,1058975259,1085475792,1122139863,1188930645,1210058227,1246908188,1246480767,1309384863,1245234930,1297407655,1339549034,1620857101,1863398590,2099325232,2830388400,2869777881,2938046468,3280354917,4084877818,4510108282,4095892787,4013951446,3569356125,3485165433,3818944920,5392093452,6487353094,6418419393,6366039363,7390967362,7255210474,7769817847,7367986228,5034588199,6326342635,6559712162,6041478722,6505607914,6592834929,6013185004,6507824827,7006402325,8768721561,10076816661,11009033445,11697918245,13994218399,16853989611,16145867483,16121315902,17814283650,17660870396,18918667731,19797253445,17774766697,19040312331,20996562959,23116701540,23403995985,24530513059,27569136728,27684430244
Singapore,704751700,764629788,826239211,917608012,894153311,974644095,1096425607,1238035815,1425706090,1659893767,1920574149,2263785444,2721440981,3696213333,5221534956,5633673930,6327077974,6618585074,7517176355,9296921724,11896256783,14175228844,16084252378,17784112150,19749361098,19156532746,18586746057,20919215578,25371462488,30465364739,36144336769,45466164978,52131330700,60603821967,73688716391,87812540788,96293097895,1.00124E+11,85728224856,86286866724,96076521349,89793815728,92538355643,97646382413,1.15034E+11,1.27808E+11,1.48627E+11,1.80942E+11,1.93617E+11,1.9415E+11,2.39808E+11,2.79357E+11,2.95093E+11,3.07576E+11,3.14864E+11,3.07999E+11,3.1903E+11,3.43273E+11,3.7687E+11,3.76837E+11,3.48392E+11,4.23797E+11,4.66789E+11
Solomon Islands,,,,,,,,25203524,28084253,28606411,,50056883,40606712,55272109,84539332,74620353,83100800,93145318,111027385,151276440,182852054,193750476,192901943,181220350,181570454,165524981,147620048,155128568,176494422,172882436,214877638,227540473,269034596,300746330,402836964,469443202,510586382,526554053,457579824,488024548,419842688,409508557,346406734,417668997,468005324,552864568,617258127,695295348,776337725,805557596,898133647,1063895357,1185283422,1285911569,1335571357,1307909891,1379490315,1469789050,1615478421,1619154958,1536145831,1580303517,1595710784
Sierra Leone,321993631,327818553,342704720,348529806,371829822,359379856,375479850,348795351,329860092,408690163,434410374,419549425,465381264,575230446,648590795,679336127,594895245,691779750,960725311,1109372098,1100688361,1114831915,1295361468,995104200,1087471862,856863164,490177396,660115532,1055081242,932978182,649644813,780098205,679997998,768812335,911915971,870758739,941742153,850218034,672375927,669384769,635874002,1074851475,1236235827,1369685677,1430217081,1627058706,1862116165,2126679686,2451896682,2419014960,2578159480,2932274242,3789251962,4920343203,5015180836,4252029354,3862721205,3719443318,4085114542,4076578654,4062906364,4249234574,3970343852
El Salvador,,,,,,877720000,929520000,976200000,1009760100,1049400000,1132920000,1186120000,1263720000,1442320000,1665880000,1884120100,2328280100,2941640100,3127960000,3463639900,3573959900,3437200200,3399189100,3506347800,3661683400,3800368600,3771663200,3958045800,4189880000,4372215300,4817542204,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26881140000,24930080000,29451240000,32488720000
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109098658,1005159388,1077413479,1168269231,1464326161,1723750000,1785847531,1908167106,2185874624,2393437820,2056126702,1881191950,1813717695,1604701051,1678741202,1673910988,1419400404,1468342431,1528621195,1655354304,1616188702,1541247884,1855382833,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16832598870,21818007449,25676488000,19457979423,19388663551,6875845987,12960546471,17120906918,22482365322,26141968161,27683225959,32482070360,43170990616,52194221469,45162894381,41819468692,49258136129,43309252921,48394239475,47062202241,39655949731,40692661657,44179075779,50640662859,51514242776,53356484764,63082021206,63501748652
Sub-Saharan Africa (excluding high income),31027714943,32263804167,34913239386,39962028721,39224536060,43662665169,47099671962,46766192279,50111072585,57246081130,67248358818,68555667237,77082698723,99480296893,1.2785E+11,1.40843E+11,1.5195E+11,1.66682E+11,1.85998E+11,2.21888E+11,2.81897E+11,3.89734E+11,3.57609E+11,3.14695E+11,2.75527E+11,2.54279E+11,2.61183E+11,2.96945E+11,3.13277E+11,3.19238E+11,3.75032E+11,3.93058E+11,3.63398E+11,3.40403E+11,3.24341E+11,3.77022E+11,3.93974E+11,4.09062E+11,3.95484E+11,3.99358E+11,4.23785E+11,4.06642E+11,4.42446E+11,5.57495E+11,6.92416E+11,8.22378E+11,9.72441E+11,1.12629E+12,1.27726E+12,1.22916E+12,1.46073E+12,1.64844E+12,1.71163E+12,1.81861E+12,1.89946E+12,1.6946E+12,1.57508E+12,1.70441E+12,1.77263E+12,1.82173E+12,1.71287E+12,1.92517E+12,2.04576E+12
Sub-Saharan Africa,31038651925,32274153936,34924550100,39974355837,39238590135,43676575968,47114238411,46781000882,50124977708,57259820310,67263493916,68574658267,77110721965,99513486867,1.27888E+11,1.40885E+11,1.51993E+11,1.66741E+11,1.86079E+11,2.22013E+11,2.82049E+11,3.89888E+11,3.57757E+11,3.14844E+11,2.75684E+11,2.54455E+11,2.61403E+11,2.97209E+11,3.13579E+11,3.19563E+11,3.75425E+11,3.93457E+11,3.63862E+11,3.4091E+11,3.24862E+11,3.77567E+11,3.94513E+11,4.09665E+11,3.96137E+11,4.00026E+11,4.24444E+11,4.0731E+11,4.43194E+11,5.58251E+11,6.93315E+11,8.23361E+11,9.73527E+11,1.12737E+12,1.27824E+12,1.23001E+12,1.46171E+12,1.6495E+12,1.71272E+12,1.81994E+12,1.90085E+12,1.69599E+12,1.57654E+12,1.70594E+12,1.77422E+12,1.82337E+12,1.71405E+12,1.92646E+12,2.04735E+12
Small states,,,,,,,,,,,7870516443,8854444228,10432353642,13000903185,20195896869,22990972084,26244271977,29802486041,32042454157,39764312931,52929369092,54690453043,54430175683,52658286981,52176614051,50257275477,49329292753,56349718833,62054839423,64562256113,74906851775,76506139355,81410676569,80324622896,84517547649,95833246427,1.01908E+11,1.09151E+11,1.09039E+11,1.16943E+11,1.29663E+11,1.30206E+11,1.39256E+11,1.66347E+11,2.00139E+11,2.38393E+11,2.77387E+11,3.32461E+11,4.00482E+11,3.43065E+11,3.94135E+11,4.74786E+11,4.96043E+11,5.15808E+11,5.32806E+11,4.54985E+11,4.46993E+11,4.82865E+11,5.30086E+11,5.22142E+11,4.53728E+11,5.40834E+11,6.33047E+11
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75951132,85171074,102085765,114582282,136450658,142775110,149146919,188021169,187821029,196652514,231489270,250680846,300554484,346528329,316066072,345495615,375614126,412253810,427425040,472551024,526653791,546680342
Suriname,99650000,107700000,116150000,125950000,134400000,154150000,190350000,220700000,241350000,259650000,274900000,301000000,311950000,339450000,409850000,465500000,505500000,641500000,735500000,782500000,795000000,889000000,915000000,883500000,864000000,873000000,891000000,980000000,1161000000,542600000,388400000,448100000,404600000,428764706,605492537,691590498,861372046,926422500,1110850000,886290698,947671970,834279358,1093574468,1274190311,1484092538,1793410617,2626380435,2936612022,3532969035,3875409836,4368371528,4422276622,4980000000,5145757576,5240606061,5126238146,3317421500,3591679371,3996198760,4016040575,2911807496,2984706244,3620655116
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12747380650,14272201755,15495514297,16520676974,20162936291,25840146405,27925036755,27706028096,29856000671,30463670124,29242558797,30778781607,35297794386,46919965224,57437444469,62808723477,70767338922,86563986799,1.0088E+11,89399303222,91162836320,99922685425,94623731086,98935222175,1.01437E+11,88900883131,89952699525,95649966261,1.06138E+11,1.0571E+11,1.06729E+11,1.18657E+11,1.15469E+11
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21352224019,21507232649,20763101741,22146231968,22711384311,20289627637,20876309970,23489890274,29634713641,34414784504,36206395971,39481045038,48067401207,55779427740,50567734886,48208240226,51583869785,46577793184,48415657265,49997186439,43107506024,44766722791,48589100043,54177882426,54331588482,53706800044,61748586535,62117768015
Sweden,15822585461,17212687080,18667251885,20204871176,22532417359,24795500356,26971487275,29275996466,31066820769,33738103394,38092378396,41566370370,48953974498,59404966684,66012967235,82885563989,89362242654,94467862579,1.04443E+11,1.23387E+11,1.42093E+11,1.29686E+11,1.1438E+11,1.05014E+11,1.09201E+11,1.14123E+11,1.50498E+11,1.83008E+11,2.06988E+11,2.17949E+11,2.61847E+11,2.74231E+11,2.84319E+11,2.12953E+11,2.29034E+11,2.67307E+11,2.91746E+11,2.68146E+11,2.7081E+11,2.74071E+11,2.62834E+11,2.42395E+11,2.66848E+11,3.34337E+11,3.85119E+11,3.92219E+11,4.23091E+11,4.91255E+11,5.17706E+11,4.36536E+11,4.95813E+11,5.74094E+11,5.52484E+11,5.86842E+11,5.81964E+11,5.05104E+11,5.15655E+11,5.41019E+11,5.55455E+11,5.3388E+11,5.47054E+11,6.36856E+11,5.85939E+11
Eswatini,35076846,43026043,45927962,54129438,64980554,70279972,76859969,74759970,79799968,105419958,112139955,136462097,146736434,221915096,264320940,288299884,272550000,304060000,340630000,412093134,541977035,570774862,537568142,555336146,494483241,360079419,449140384,584125997,692026607,696921410,1114694112,1156135718,1284759852,1357189725,1419294121,1698989464,1602741772,1716714194,1576908809,1547888454,1738093757,1542477309,1432221784,2197598418,2770082792,3178112332,3291329938,3469381231,3294084181,3580427986,4438765109,4820478592,4886551706,4597552949,4422986447,4063245671,3816019223,4402969226,4666598024,4466214522,3982236726,4748702401,4854167638
Seychelles,12012025,11592024,12642027,13923029,15393032,15603033,16443035,16632033,16074027,16452028,18432031,21965952,30645121,36896278,43134499,47803146,49278980,64526399,85552370,127261099,156783830,163750728,157211798,156098245,160992929,179691474,221147073,265212941,301985637,324333386,392163561,398307145,461409399,504230588,517570058,540733048,535250347,598967022,647287376,662838615,654212432,662064194,742134792,750847276,893012218,977899382,1081441349,1077308888,979597365,851064319,981918003,1059249940,1089880668,1324915222,1387576414,1391427967,1458954110,1529773286,1587813245,1645090567,1183515398,1286687873,1588406479
Syrian Arab Republic,857704414,945244972,1110565881,1200447409,1339494267,1329842435,1321204503,1443717801,1562303430,1796596911,1780104713,2097643980,2415706807,2579219251,4244670165,5566756758,6417632810,6882292995,8251974524,9929681531,13062420385,16758471342,17525605100,18672866247,19195414015,21203821656,25460636943,32538089172,16574342984,18609532294,23904498886,27756258352,33107349666,36860133630,45086948775,50866369710,61546280624,66420400891,70418173719,72970334076,80590022272,86771314031,90558485523,95693808463,1.12863E+11,1.34204E+11,1.538E+11,1.8003E+11,2.1809E+11,2.24562E+11,2.52518E+11,67539427671,43190317725,21361254648,21502061462,16468399180,12598742887,16369724433,21496337968,22600896352,11159274040,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358744800,366707900,409753600,485598800,578645800,721891500,773489700,862683600,703175800,686787800,728789600,727161000,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000,924583000,1044778790,1138808881
Chad,313582728,333975337,357635714,371767003,392247518,416926303,432794922,449826323,453980097,471635621,469266737,501866731,585427546,647199483,652532796,864602103,866044961,935360466,1113920123,1004316495,1033002402,876937560,834369860,832415806,919103735,1033069710,1067828247,1163426851,1482597299,1433686310,1738605558,1877137983,1881847671,1463251161,1179837964,1445919895,1607345355,1544689576,1744794532,1534673583,1388506772,1710843376,1997005710,2742815071,4422855658,6649307528,7428701455,8650137735,10393833755,9290728312,10668103549,12172308858,12367362746,12953534870,13940767222,10950392257,10097778097,10000394388,11239167890,11314951088,10715396051,11779981332,12704149842
East Asia & Pacific (IDA & IBRD countries),81224776385,71506835328,65298419618,70737487658,81639971519,95037675059,1.03921E+11,1.00855E+11,1.02125E+11,1.14623E+11,1.27296E+11,1.36859E+11,1.55215E+11,1.9529E+11,2.2093E+11,2.4829E+11,2.52312E+11,2.91212E+11,2.82399E+11,3.27143E+11,3.77562E+11,4.03046E+11,4.23157E+11,4.43283E+11,4.803E+11,5.25668E+11,5.24371E+11,5.1829E+11,5.74765E+11,6.21596E+11,6.66367E+11,7.22757E+11,8.10052E+11,8.89186E+11,1.06999E+12,1.32009E+12,1.5162E+12,1.56969E+12,1.42965E+12,1.57334E+12,1.73206E+12,1.84471E+12,2.0413E+12,2.30841E+12,2.67857E+12,3.1026E+12,3.73565E+12,4.72146E+12,5.97096E+12,6.47588E+12,7.8791E+12,9.63297E+12,1.07451E+13,1.18558E+13,1.27822E+13,1.33103E+13,1.35949E+13,1.48582E+13,1.66191E+13,1.71857E+13,1.74656E+13,2.08113E+13,2.11629E+13
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88478E+11,9.59311E+11,1.01941E+12,1.00532E+12,9.39714E+11,9.28588E+11,8.34809E+11,9.24004E+11,9.50622E+11,9.80495E+11,9.47828E+11,8.21676E+11,8.94545E+11,9.09541E+11,1.0227E+12,1.2582E+12,1.62801E+12,2.03929E+12,2.46629E+12,3.17226E+12,3.92665E+12,3.11359E+12,3.65754E+12,4.44968E+12,4.64628E+12,4.91519E+12,4.64378E+12,3.62743E+12,3.48557E+12,3.90915E+12,4.07634E+12,4.15645E+12,3.89933E+12,4.61537E+12,5.1851E+12
Togo,164603554,171762892,179700352,194673419,225722420,254526437,293712194,314870886,328800480,363827440,345134277,389382093,456159542,552374366,761591056,838891749,841682269,1056473300,1120110136,1211853290,1544290810,1307754355,1116560701,1040589484,975908210,1035987180,1441695858,1697428001,1873745515,1838552523,2212905423,2177399825,2300598696,1676225629,1335309430,1779348593,1991429218,2036956851,2157078792,2142574541,2027363117,2014516701,2319268823,2875255593,3071152629,3100356552,3195618966,3618281293,4516616224,4592147228,4660369658,5262368232,5263522037,5872790935,6217047649,5681469374,6031632015,6395472028,7029217932,6992656429,7389329393,8334047486,8126439481
Thailand,2760750921,3034037872,3308912797,3540403457,3889129939,4388937645,5279230812,5638461437,6081009422,6695336561,7086538431,7375000018,8177872958,10838587358,13702998648,14882770239,16985208712,19779312336,24006567108,27371650353,32353514502,34846038518,36589772337,40042798315,41797647303,38900711298,43096774497,50535445680,61667254411,72250747142,85343189321,98234713408,1.11453E+11,1.28889E+11,1.46684E+11,1.69279E+11,1.83035E+11,1.5018E+11,1.13676E+11,1.26669E+11,1.26392E+11,1.20296E+11,1.34301E+11,1.52281E+11,1.72896E+11,1.89318E+11,2.21758E+11,2.62943E+11,2.91383E+11,2.81711E+11,3.41105E+11,3.70819E+11,3.97558E+11,4.20334E+11,4.07339E+11,4.01296E+11,4.13366E+11,4.56357E+11,5.06754E+11,5.43977E+11,5.00457E+11,5.05568E+11,4.95341E+11
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629395066,2534720480,1909246641,1646693642,1522018436,1231567145,1043654822,921517487,1320199582,1086612583,860541842,1080772703,1221106073,1555318431,2076176636,2312352268,2830213563,3719524181,5161299725,4979471964,5642221529,6522755783,7633036366,8448410727,9112606075,8271431932,6992416097,7536403147,7765000282,8300813890,8133963813,8937805347,10492123388
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,2331358820,3010982414,3006988217,3189539641,3208098919,3200539816,3179225949,2561118608,2482228440,2378759975,2450349634,2605688065,2450564468,2904662605,3534771969,4462028989,5977440583,6838351088,8103901996,10276674365,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799714286,36169428571,37926285714,40765428571,44220285714,45610571429,,
Latin America & the Caribbean (IDA & IBRD countries),79315282447,84250590001,92203741567,93477829840,1.03971E+11,1.11624E+11,1.22891E+11,1.24996E+11,1.33972E+11,1.49565E+11,1.63035E+11,1.81257E+11,2.03567E+11,2.73149E+11,3.57288E+11,3.73552E+11,4.10204E+11,4.51343E+11,5.41143E+11,6.07151E+11,7.42957E+11,8.51543E+11,7.84904E+11,6.80609E+11,7.14279E+11,7.05538E+11,7.11641E+11,7.64012E+11,8.3832E+11,9.29914E+11,1.11247E+12,1.18765E+12,1.29316E+12,1.5055E+12,1.70816E+12,1.83388E+12,1.9938E+12,2.18725E+12,2.2003E+12,1.96928E+12,2.17819E+12,2.12032E+12,1.88724E+12,1.92253E+12,2.22538E+12,2.70893E+12,3.18624E+12,3.77323E+12,4.4091E+12,4.13016E+12,5.15973E+12,5.88703E+12,5.94725E+12,6.09517E+12,6.2155E+12,5.14847E+12,5.0154E+12,5.59322E+12,5.46443E+12,5.37133E+12,4.52922E+12,5.23823E+12,5.94554E+12
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367087900,477443500,469506700,490439100,440764600,462283600,453805100,542795400,648492700,726882400,881827800,1042411500,1160389600,1395519600,1447310400,1594447600,1650619400,1595724300,1563887900,2028551600,2158392500,3621222400,3163324631
Middle East & North Africa (IDA & IBRD countries),,,,,,23597763392,24596781060,26628327478,29295797648,32502994399,36710422418,42086833718,50218784351,66663487502,1.01623E+11,1.18247E+11,1.45959E+11,1.68919E+11,1.81558E+11,2.26458E+11,2.71186E+11,2.64652E+11,3.03547E+11,3.41135E+11,3.61166E+11,3.93777E+11,4.42525E+11,3.87E+11,3.5528E+11,3.57272E+11,5.02615E+11,2.60421E+11,2.86794E+11,2.94466E+11,3.15703E+11,3.67909E+11,4.24486E+11,4.48652E+11,4.6188E+11,5.01955E+11,5.31862E+11,5.38325E+11,5.24741E+11,5.7374E+11,6.8118E+11,8.03411E+11,9.36958E+11,1.1425E+12,1.40894E+12,1.37051E+12,1.5781E+12,1.62522E+12,1.7526E+12,1.61053E+12,1.58687E+12,1.4251E+12,1.46044E+12,1.46078E+12,1.38377E+12,1.39149E+12,1.2694E+12,1.48891E+12,1.65789E+12
Tonga,,,,,,,,,,,,,,,,32506742,30036417,34139388,41567472,44667002,53260077,62242013,62068161,60863964,64248355,60058663,68195856,81667133,106657267,106344855,113563822,132201141,137066291,138489884,195990986,208871666,222100576,214991452,191504893,199208752,204848437,181117272,182764300,202246621,230657579,261803692,292230634,298519088,344436494,312377751,366832186,414533045,470705335,450650718,439877676,437003007,420548768,460374252,488906861,512053640,484796859,469228124,
South Asia (IDA & IBRD),47156704039,50316837320,53705580293,60408326895,69158968714,74274468930,62456580600,68712964033,72018446517,79171992804,85711844745,91169238617,91653327298,1.04781E+11,1.26935E+11,1.35868E+11,1.32608E+11,1.53554E+11,1.74722E+11,1.95693E+11,2.35962E+11,2.5014E+11,2.58793E+11,2.73951E+11,2.72676E+11,2.96511E+11,3.14035E+11,3.4869E+11,3.74679E+11,3.78113E+11,4.07067E+11,3.62155E+11,3.84619E+11,3.80987E+11,4.32196E+11,4.79707E+11,5.24815E+11,5.50549E+11,5.58259E+11,5.98147E+11,6.30242E+11,6.45679E+11,6.77427E+11,7.91027E+11,9.17083E+11,1.0506E+12,1.19609E+12,1.50416E+12,1.52761E+12,1.68317E+12,2.06247E+12,2.27735E+12,2.3024E+12,2.36271E+12,2.58779E+12,2.70484E+12,3.01076E+12,3.43388E+12,3.53421E+12,3.658E+12,3.49001E+12,4.06278E+12,4.36163E+12
Sub-Saharan Africa (IDA & IBRD countries),31038651925,32274153936,34924550100,39974355837,39238590135,43676575968,47114238411,46781000882,50124977708,57259820310,67263493916,68574658267,77110721965,99513486867,1.27888E+11,1.40885E+11,1.51993E+11,1.66741E+11,1.86079E+11,2.22013E+11,2.82049E+11,3.89888E+11,3.57757E+11,3.14844E+11,2.75684E+11,2.54455E+11,2.61403E+11,2.97209E+11,3.13579E+11,3.19563E+11,3.75425E+11,3.93457E+11,3.63862E+11,3.4091E+11,3.24862E+11,3.77567E+11,3.94513E+11,4.09665E+11,3.96137E+11,4.00026E+11,4.24444E+11,4.0731E+11,4.43194E+11,5.58251E+11,6.93315E+11,8.23361E+11,9.73527E+11,1.12737E+12,1.27824E+12,1.23001E+12,1.46171E+12,1.6495E+12,1.71272E+12,1.81994E+12,1.90085E+12,1.69599E+12,1.57654E+12,1.70594E+12,1.77422E+12,1.82337E+12,1.71405E+12,1.92646E+12,2.04735E+12
Trinidad and Tobago,535673252,584964621,619322810,678239329,711897520,736573158,723739857,761981839,758899950,779200000,821850000,896765146,1083391921,1308785740,2042001159,2442670280,2500424512,3138666668,3562333460,4602416627,6235833336,6992083336,8140416670,7763750003,7757083335,7375918367,4794444444,4797777778,4496910569,4323058824,5068000000,5307905882,5439552941,4669491425,4947181506,5329217897,5759570496,5737771217,6043687133,6808982521,8154342548,8824849663,9008297748,11305459802,13280292692,15982388173,18369361094,21641620050,27871587350,19172165226,22157919434,25433008605,27121712419,28557451150,29489012807,26851970249,23496215881,23797686962,24322359037,23849557811,21059428846,24460196270,27899082337
Tunisia,,,,,,991047620,1040952382,1085714287,1214666668,1289904763,1439238097,1685163348,2237554587,2730814468,3545865876,4328969185,4508191953,5109324009,5968462485,7188855078,8744134354,8428442466,8133573181,8350586860,8254537657,8410227733,9017804762,9696710060,10096243801,10101853518,12290568182,13074782609,15496702220,14608340459,15633171728,18030876599,19587155099,20746204101,21802893587,22943202175,21473522939,22065840117,23141611179,27453895159,31183893587,32272178404,34376664601,38915343743,44859452038,43455740497,46206091938,48123314430,47311411910,48685436425,50271812921,45779494042,44360065797,42163530591,42686509836,41905637659,42538462678,46687298709,46664948952
Turkiye,7552470819,7971175166,8902439024,10332594235,11129344520,11913716815,14037610621,15575221241,17422566374,19380530976,17345632698,16311659192,20431095406,25724381625,35599700823,44633449701,51279868357,58675998837,65146575336,89392647417,68789214177,71040286284,64546167132,61678257318,59990263933,67234937531,75727813489,87168298082,90853080152,1.07143E+11,1.50676E+11,1.51041E+11,1.59095E+11,1.80422E+11,1.30652E+11,1.69319E+11,1.81465E+11,1.89878E+11,2.75942E+11,2.56396E+11,2.74295E+11,2.01753E+11,2.40249E+11,3.14596E+11,4.08865E+11,5.06315E+11,5.57076E+11,6.81321E+11,7.70449E+11,6.49289E+11,7.76967E+11,8.38786E+11,8.80556E+11,9.57799E+11,9.38934E+11,8.64314E+11,8.69683E+11,8.58989E+11,7.78477E+11,7.59935E+11,7.20289E+11,8.19034E+11,9.05988E+11
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8824746,9365488,9742604,9631025,10887217,11025680,12335200,12701094,12757406,13687141,15073978,13964729,16842677,19456336,22798267,22909974,24096867,28450157,31874426,28076988,32105394,39196949,39345578,38615887,38760972,36811929,41629065,45276606,48015220,54123195,51746569,60196367,60349391
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100405344,4420167589,4258742899,4956587902,4601413521,4257702021,4510847189,5255221044,6496195824,7683852497,12270448546,12711213451,13375976354,13581644246,14142035080,15224257698,16675948415,18399046025,18649590248,21843529025,27961527623,29081826159,32014247548,34657141721,39650522646,45680532614,49964825081,47378603784,49774004999,53275968095,57003686049,61026765850,66068737757,70655628141,75709289056
