Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Colombia,4031152977,4540447762,4955537980,4836166667,5973366667,5760761905,5428518519,5825170438,5960212869,6450175214,7198360460,7820380971,8671358733,10315760000,12370029584,13098633902,15341403660,19470960619,23263511958,27940411250,33400735644,36388366869,38968039722,38729822782,38253120738,34894419525,34942489684,36373307085,39212550050,39540080200,47844090710,49637993949,58394443349,66474101329,81705497617,92495970511,97153389011,1.06656E+11,98486358604,86278947621,99875074935,98200641189,97945812790,94644969146,1.17092E+11,1.45601E+11,1.61793E+11,2.0623E+11,2.42504E+11,2.32469E+11,2.86499E+11,3.34966E+11,3.70691E+11,3.82094E+11,3.81241E+11,2.93492E+11,2.8272E+11,3.11867E+11,3.34198E+11,3.23032E+11,2.70151E+11,3.18512E+11,3.43939E+11
Comoros,,,,,,,,,,,,,,,,,,,,,212218262,196349932,184009014,191621955,184697226,196726096,279197722,337525853,356500033,341476768,429622178,424108769,457388652,452881475,319189184,398461797,396053806,364445600,370106746,382454990,351136580,378512024,425964681,546885223,633706110,653845169,698431794,795673153,915659108,905341174,907978732,1023086273,1015843491,1116224107,1149587660,966029600,1012835493,1077439756,1188797450,1195019531,1225039196,1296089479,1242519407
Cabo Verde,,,,,,,,,,,,,,,,,,,,,142246817,139468210,140630678,138476175,132019039,137728205,190651168,235253064,264308140,267448570,306890961,319827059,357160985,490417390,406580652,487148994,501979272,490608658,521910561,592416703,539227278,563090489,620507386,813260469,924940013,972241682,1107571459,1649621735,1959620653,1852334581,1824751460,2046817975,1913081206,2028910915,2041930125,1749857628,1849789993,1996741545,2205099509,2266752197,1878277311,2091741774,2314816792
Costa Rica,507513830,490325182,479180824,511902137,542578367,592981162,647305630,699456618,773841494,853630203,984830158,1077147483,1238251696,1528925770,1666544754,1960863466,2412555426,3072427013,3523208810,4035519324,4831447002,2623803056,2606623578,3146772656,3660477829,3919203960,4418983871,4532952047,4614629898,5251025767,5711687787,7196276092,8564041895,9582868510,10486787030,11578594260,11678424507,12614602382,13684255947,14254866281,15013629659,15976174337,16578820687,17271760507,18610594846,20040642477,22715540324,26884700345,30801744881,30745714327,37658614803,42762613706,47231655433,50949668886,52016408924,56441920824,58847019585,60516044623,62420164965,64417670556,62395610764,64616482168,68380838316
Caribbean small states,1880325752,2038322827,2153917655,2290336891,2470289709,2661014416,2888723567,3102559322,3083639279,3359755874,3695311705,4017469943,4639346340,5076128907,6595536764,7706927758,7932366003,9210519153,9433730362,10835454135,13495237652,14890283926,16517790346,16735543670,15982824810,15814763266,14441261966,15521767449,16459954912,16872865241,18149076126,18032792662,17750354024,19224165269,20205168290,22270861760,24291634283,28416253263,30354024138,32186912969,34533836400,35575792426,37324429142,39887632895,43625669538,49307227387,56074290119,62328938789,70781391356,59840574174,64939019150,70074558334,73844945661,75227025826,76921753856,75480329447,70977854237,73482494257,76247249561,77282796216,65994922945,75672802627,92935645973
Cuba,,,,,,,,,,,5693005200,6914658400,8135150892,9987709650,11405957317,13027415244,13789579903,14206158675,17844705325,19584443288,19912889861,20150254096,20953510235,22204940512,24039383608,22920490774,24226574634,25213935012,27458999472,27023468666,28645436569,24316556026,22085858243,22367254865,28448326757,30429803651,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,48835925926,54262870370,56302129630,57481481481,59562962963,68990000000,73141000000,77148000000,80656000000,87133000000,91370000000,96851000000,1.0005E+11,1.03428E+11,1.07352E+11,,
Cyprus,,,,,,,,,,,,,,,,489914761,576090074,734887974,964026512,1288715210,2154311277,2087496374,2159242417,2160364071,2278248953,2430411900,3090734463,3704813886,4278792597,4563482604,5591130218,5770197348,6912150456,6590291048,7425703929,9933133247,10011918444,9547818700,10248617647,10497908306,9985844486,10397897086,11420227885,14547325028,17320552500,18433411267,20072786351,23968764030,27844698989,25945391775,25799940416,27641551809,25047433100,23959708956,23225912183,19909269065,21046452117,22946583376,25597301191,25945194240,25008266159,28408064462,28439052741
Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40728950705,29859921159,34805013230,40866982340,47850065329,60145663259,67388492014,62180519006,66807498696,65173036731,61823494487,67808695574,82196206090,1.0009E+11,1.19815E+11,1.37143E+11,1.56264E+11,1.90184E+11,2.36817E+11,2.07434E+11,2.0907E+11,2.29563E+11,2.08858E+11,2.11686E+11,2.09359E+11,1.88033E+11,1.96272E+11,2.18629E+11,2.49001E+11,2.52548E+11,2.45975E+11,2.81791E+11,2.90924E+11
Germany,,,,,,,,,,,2.15838E+11,2.49985E+11,2.99802E+11,3.98374E+11,4.45303E+11,4.90637E+11,5.19754E+11,6.00498E+11,7.4047E+11,8.81345E+11,9.50291E+11,8.00472E+11,7.76576E+11,7.70684E+11,7.25111E+11,7.32535E+11,1.04626E+12,1.29818E+12,1.40123E+12,1.39897E+12,1.77167E+12,1.86895E+12,2.13157E+12,2.07132E+12,2.20507E+12,2.58579E+12,2.49724E+12,2.21199E+12,2.23899E+12,2.19495E+12,1.94798E+12,1.94579E+12,2.07848E+12,2.50164E+12,2.81435E+12,2.84686E+12,2.9947E+12,3.42558E+12,3.74526E+12,3.41126E+12,3.39967E+12,3.74931E+12,3.52714E+12,3.7338E+12,3.88909E+12,3.35759E+12,3.46985E+12,3.69085E+12,3.97444E+12,3.88823E+12,3.88967E+12,4.25993E+12,4.07219E+12
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,340989528,,373371738,395794539,409220087,452328087,462421999,478058305,466048469,491689221,497723961,494004648,502675542,514267869,536080148,551230862,572417441,591122040,622044666,666072102,708633195,768873684,847918929,999105339,1049110685,1128611700,1239144502,1353632942,2042817163,2214679081,2424391785,2604955229,2762581334,2913466732,3088853639,3181071154,3372287462,3515109075
Dominica,,,,,,,,,,,,,,,,,,45872947,57130216,55017759,72804653,82107391,89527577,98665191,109157071,119491933,135161959,151868754,171106184,185137243,201429630,219762963,234059259,245525926,264374074,274522222,292285185,302988889,322411111,331759259,333470370,340203704,333196296,343311111,367200000,364255556,390251852,421374074,458188889,489074074,493825926,501025926,485996296,498296296,520207407,540737037,576229630,521551852,554770370,611537037,504214815,555266667,612048148
Denmark,,,,,,,11931739465,13059065019,13505573855,15414902253,17075457585,19085633673,23232407815,30730626668,34160444804,40474406216,44575708131,49784407636,60362658215,70366799282,71127002865,61878103527,60412542586,60644837444,59105284415,62658617565,88078850822,1.09414E+11,1.15552E+11,1.1241E+11,1.38248E+11,1.39226E+11,1.52915E+11,1.43195E+11,1.56164E+11,1.85008E+11,1.87633E+11,1.73539E+11,1.76991E+11,1.77964E+11,1.64158E+11,1.64791E+11,1.78635E+11,2.18097E+11,2.51375E+11,2.64467E+11,2.82886E+11,3.19423E+11,3.53359E+11,3.21243E+11,3.21995E+11,3.44003E+11,3.27149E+11,3.43584E+11,3.52994E+11,3.02673E+11,3.13116E+11,3.32121E+11,3.56841E+11,3.46499E+11,3.55222E+11,3.98303E+11,3.95404E+11
Dominican Republic,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485500000,1666500000,1987400000,2344800000,2925700001,3599200004,3951500004,4587100005,4734400005,5498800005,6761300007,7561300008,8267400008,9220600009,11594000005,5044579439,6122127855,5827050248,5374300275,6686593060,7073675545,9824483368,11605382504,13081042400,14644734248,16637370839,18241622256,20017449966,21672215776,22136579527,24305781112,25601824419,27137441266,21403168128,22322387610,35777560475,37879829855,43965459071,48122601590,48261079524,53860187452,58029773802,60681535894,62682158700,67179956265,71164826720,75704647977,79998045976,85555390386,88941371980,78844655833,94243426487,1.13642E+11
Algeria,2723615449,2434747054,2001444542,2702982015,2909316433,3136284304,3039859185,3370870374,3852147024,4257253261,4863526893,5077182746,6766744028,8707858006,13209871629,15557901445,17728240937,20972112004,26364491320,33243709744,42345829090,44348587046,45207170762,48801369811,53698548298,57937868670,63692012412,66745822963,59089400190,55634719135,62048505222,45715676428,48003133347,49945585166,42543177031,41764291964,46941553940,48177612042,48187781711,48640671735,54790398813,54744698044,56760355865,67863850334,85332581189,1.03198E+11,1.17027E+11,1.34977E+11,1.71001E+11,1.37211E+11,1.61207E+11,2.00013E+11,2.09059E+11,2.09755E+11,2.1381E+11,1.65979E+11,1.60034E+11,1.70097E+11,1.74911E+11,1.7176E+11,1.45744E+11,1.63472E+11,1.91913E+11
East Asia & Pacific (excluding high income),81326348986,71596255522,65380076110,70825945773,81742063327,95156520863,1.04051E+11,1.00981E+11,1.02253E+11,1.14767E+11,1.27455E+11,1.3703E+11,1.55409E+11,1.95534E+11,2.21206E+11,2.48601E+11,2.52627E+11,2.91576E+11,2.82752E+11,3.27552E+11,3.78034E+11,4.0355E+11,4.23686E+11,4.43837E+11,4.80901E+11,5.26325E+11,5.25027E+11,5.18939E+11,5.75484E+11,6.22373E+11,6.672E+11,7.2366E+11,8.11065E+11,8.90298E+11,1.07132E+12,1.32174E+12,1.51809E+12,1.57165E+12,1.43144E+12,1.57531E+12,1.73422E+12,1.84702E+12,2.04385E+12,2.3113E+12,2.68192E+12,3.10648E+12,3.74032E+12,4.72737E+12,5.97843E+12,6.48398E+12,7.88896E+12,9.64501E+12,1.07585E+13,1.18706E+13,1.27981E+13,1.33269E+13,1.36118E+13,1.48767E+13,1.66399E+13,1.72071E+13,1.74874E+13,2.08374E+13,2.11893E+13
Early-demographic dividend,1.50325E+11,1.5994E+11,1.64427E+11,1.7433E+11,1.99945E+11,2.16447E+11,2.13718E+11,2.24482E+11,2.42649E+11,2.70733E+11,2.86772E+11,3.10203E+11,3.39148E+11,4.33957E+11,6.0606E+11,6.51462E+11,7.11514E+11,7.94834E+11,9.14897E+11,1.07274E+12,1.33496E+12,1.49102E+12,1.41894E+12,1.4293E+12,1.45726E+12,1.45554E+12,1.47151E+12,1.49508E+12,1.5553E+12,1.58465E+12,1.86006E+12,1.96888E+12,2.16317E+12,2.37623E+12,2.49796E+12,2.56095E+12,2.79235E+12,2.9849E+12,2.9428E+12,3.11268E+12,3.38637E+12,3.35701E+12,3.26434E+12,3.6331E+12,4.22977E+12,4.93186E+12,5.63966E+12,6.67194E+12,7.52422E+12,7.26237E+12,8.80499E+12,9.72422E+12,1.01624E+13,1.03052E+13,1.06619E+13,1.01475E+13,1.04801E+13,1.13354E+13,1.14651E+13,1.16963E+13,1.09093E+13,1.26742E+13,1.40295E+13
East Asia & Pacific,1.54636E+11,1.55172E+11,1.58388E+11,1.7673E+11,2.02715E+11,2.25622E+11,2.52107E+11,2.73183E+11,3.01204E+11,3.46862E+11,4.08898E+11,4.53727E+11,5.63011E+11,7.4189E+11,8.54713E+11,9.35819E+11,1.02885E+12,1.22599E+12,1.54679E+12,1.67999E+12,1.81597E+12,2.00189E+12,1.96233E+12,2.0879E+12,2.23598E+12,2.35954E+12,3.08261E+12,3.61976E+12,4.35492E+12,4.53621E+12,4.73818E+12,5.34924E+12,5.84485E+12,6.53624E+12,7.40385E+12,8.40727E+12,8.10113E+12,7.74467E+12,6.92979E+12,7.74039E+12,8.37497E+12,7.78898E+12,7.91187E+12,8.69926E+12,9.75692E+12,1.04095E+13,1.10317E+13,1.2326E+13,1.42109E+13,1.4623E+13,1.70664E+13,1.97907E+13,2.11722E+13,2.14108E+13,2.20862E+13,2.19972E+13,2.27723E+13,2.43249E+13,2.64852E+13,2.7024E+13,2.71449E+13,3.10956E+13,3.06552E+13
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62085E+11,8.3409E+11,8.9303E+11,8.68755E+11,7.99091E+11,7.85131E+11,6.74027E+11,7.21539E+11,7.29342E+11,7.61415E+11,7.05491E+11,5.91798E+11,6.62866E+11,6.55068E+11,7.50708E+11,9.47224E+11,1.25602E+12,1.58962E+12,1.95011E+12,2.50947E+12,3.11039E+12,2.43781E+12,2.95312E+12,3.67009E+12,3.91468E+12,4.15027E+12,3.84577E+12,2.92169E+12,2.77787E+12,3.11842E+12,3.18291E+12,3.24804E+12,2.9909E+12,3.58168E+12,4.1247E+12
Europe & Central Asia,,,,,,,7.39192E+11,7.9606E+11,8.32721E+11,9.21044E+11,1.01942E+12,1.14937E+12,1.37713E+12,1.74917E+12,1.97649E+12,2.30891E+12,2.40012E+12,2.72008E+12,3.31982E+12,4.06121E+12,4.59994E+12,4.09397E+12,3.94524E+12,3.82733E+12,3.6786E+12,3.8068E+12,5.19601E+12,6.4206E+12,7.14704E+12,7.24207E+12,8.86E+12,9.13995E+12,9.80154E+12,9.00304E+12,9.41289E+12,1.08714E+13,1.10962E+13,1.0523E+13,1.0796E+13,1.0678E+13,1.00664E+13,1.01672E+13,1.11344E+13,1.35369E+13,1.57771E+13,1.67825E+13,1.81692E+13,2.12301E+13,2.33654E+13,2.05495E+13,2.10221E+13,2.33079E+13,2.24529E+13,2.34561E+13,2.37838E+13,2.04873E+13,2.04195E+13,2.16552E+13,2.31938E+13,2.29103E+13,2.215E+13,2.51539E+13,2.5192E+13
Ecuador,2069465326,1753850417,1518208221,1824344492,2244146868,2387048255,2429309514,2553596092,2582180794,3112166848,2862504170,2754220263,3185987235,3891755552,6599259421,7731677257,9091924305,11026346590,11922502171,14175166008,17881514683,21810767209,19929853575,17152483214,16912515183,17149094590,15314143988,13945431882,13051886552,13890828708,15239278100,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,18327764882,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.07562E+11,1.08108E+11,99291124000,1.06166E+11,1.15049E+11
"Egypt, Arab Rep.",,,,,,4948667540,5278005612,5605484299,5932242991,6524455206,8042200452,8609283346,9299638056,10098534613,9228963225,11632178869,13315988083,14400806876,14811704063,18020571429,21669908176,22136081081,27655172414,30966239814,33971188992,39053502251,41253507951,40455616654,34980124929,39756299050,42978914311,37387836491,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,96684636119,85146067416,80288461538,78782467532,89600665557,1.07426E+11,1.30438E+11,1.62818E+11,1.89147E+11,2.18984E+11,2.3599E+11,2.79117E+11,2.88434E+11,3.05595E+11,3.29367E+11,3.32442E+11,2.48363E+11,2.62589E+11,3.18679E+11,3.83818E+11,4.24672E+11,4.76748E+11
Euro area,2.44833E+11,2.68965E+11,2.98819E+11,3.35342E+11,3.73024E+11,4.07741E+11,4.44883E+11,4.83419E+11,5.18992E+11,5.79333E+11,6.42618E+11,7.28351E+11,8.79866E+11,1.14224E+12,1.29537E+12,1.502E+12,1.5675E+12,1.78298E+12,2.18334E+12,2.64483E+12,2.96218E+12,2.57438E+12,2.4925E+12,2.43161E+12,2.3324E+12,2.39618E+12,3.36291E+12,4.15943E+12,4.57452E+12,4.67269E+12,5.88069E+12,6.11412E+12,6.74562E+12,6.17247E+12,6.51562E+12,7.51545E+12,7.60436E+12,6.95219E+12,7.14922E+12,7.11621E+12,6.49576E+12,6.59659E+12,7.20016E+12,8.86233E+12,1.01604E+13,1.05235E+13,1.1184E+13,1.28791E+13,1.41583E+13,1.29385E+13,1.26417E+13,1.36379E+13,1.26388E+13,1.31963E+13,1.35101E+13,1.16755E+13,1.19737E+13,1.26797E+13,1.36982E+13,1.34184E+13,1.30861E+13,1.45709E+13,1.40409E+13
Spain,12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,40992995008,46619420359,59132415221,78639525985,97274006346,1.14777E+11,1.18507E+11,1.32449E+11,1.606E+11,2.14602E+11,2.32767E+11,2.02808E+11,1.95997E+11,1.70951E+11,1.72103E+11,1.80793E+11,2.51321E+11,3.18748E+11,3.7616E+11,4.14757E+11,5.36559E+11,5.77166E+11,6.30916E+11,5.25076E+11,5.30563E+11,6.14609E+11,6.42589E+11,5.90077E+11,6.19215E+11,6.34908E+11,5.98363E+11,6.2783E+11,7.08757E+11,9.07492E+11,1.06906E+12,1.15372E+12,1.2604E+12,1.474E+12,1.63186E+12,1.49147E+12,1.42211E+12,1.48071E+12,1.32475E+12,1.35558E+12,1.37182E+12,1.19616E+12,1.23355E+12,1.31325E+12,1.4217E+12,1.39432E+12,1.27696E+12,1.42738E+12,1.39751E+12
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4502970889,4786018988,5154420649,5674080543,5756912266,5686579748,6254649539,7367975888,9874013098,12145911801,14106790200,17022870405,22449129483,24341678629,19633031398,19523477326,23213994093,23019150071,25115753366,26634083965,22890762090,24072829277,26924385103,30624720196,31081901909,31370395573,37191166152,38100812959
Ethiopia,,,,,,,,,,,,,,,,,,,,,,7324903192,7707678023,8567890825,8096302371,9480840483,9848600870,10527338647,10908935749,11476584879,12175166763,13463868357,10492993078,8830712714,6927950565,7663984568,8547939731,8589233420,7818205972,7700833482,8242349955,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648276190,55612228234,64589329345,74296745599,81770886909,84269196152,95912607970,1.07658E+11,1.11262E+11,1.26783E+11
European Union,,,,,,,,,,,7.25882E+11,8.20758E+11,9.90362E+11,1.28193E+12,1.45165E+12,1.69076E+12,1.76994E+12,2.00476E+12,2.44253E+12,2.95264E+12,3.30296E+12,2.87979E+12,2.77719E+12,2.70189E+12,2.60322E+12,2.67748E+12,3.74379E+12,4.63094E+12,5.08394E+12,5.19305E+12,6.49776E+12,6.73592E+12,7.40634E+12,6.76116E+12,7.16193E+12,8.29583E+12,8.43136E+12,7.73377E+12,7.96983E+12,7.92588E+12,7.27664E+12,7.39388E+12,8.08374E+12,9.93218E+12,1.14189E+13,1.19101E+13,1.27126E+13,1.47274E+13,1.62952E+13,1.47626E+13,1.4556E+13,1.57648E+13,1.4642E+13,1.52948E+13,1.56506E+13,1.35531E+13,1.3889E+13,1.47647E+13,1.59799E+13,1.56926E+13,1.53705E+13,1.71879E+13,1.66414E+13
Finland,5224102196,5921659485,6340580854,6885920329,7766655086,8589340019,9208524505,9368954010,8823033880,10070766721,11357516988,12527405513,14743186120,19472363467,24848821490,29472623242,31849513771,33499799321,36256160289,44465255686,53645202423,52448332874,52797582336,50973526900,52888800950,55875863392,73531550551,91594751792,1.09059E+11,1.19012E+11,1.41438E+11,1.27774E+11,1.12533E+11,89214114708,1.033E+11,1.3419E+11,1.32129E+11,1.26912E+11,1.34039E+11,1.35264E+11,1.2602E+11,1.29533E+11,1.40404E+11,1.71652E+11,1.97479E+11,2.04885E+11,2.17089E+11,2.56378E+11,2.85716E+11,2.53498E+11,2.49424E+11,2.75604E+11,2.5829E+11,2.71362E+11,2.74863E+11,2.34534E+11,2.40771E+11,2.55648E+11,2.75708E+11,2.68515E+11,2.71886E+11,2.96388E+11,2.80826E+11
Fiji,112328422,116987785,122906435,129454729,140032741,147084750,150603926,162625886,166952937,182182068,219878482,247749328,316656759,425950581,558587217,684282381,694540495,719501505,829268135,1019691156,1202619308,1235627374,1194060371,1123084823,1178001041,1141168780,1290267530,1177947649,1110009264,1182660000,1337017259,1383883719,1532411209,1636101247,1825732093,1970301019,2128696644,2090221137,1653146994,1936459986,1678219508,1652462063,1833279985,2300492002,2708078477,2980403465,3076305453,3378314600,3523185920,2870624636,3140167239,3779412255,3972028510,4189968870,4857103847,4682480304,4930213788,5353468388,5581425891,5481692622,4477030180,4296235428,4943248200
France,62225478001,67461644222,75607529810,84759195106,94007851047,1.01537E+11,1.10046E+11,1.18973E+11,1.29785E+11,1.41903E+11,1.48456E+11,1.65967E+11,2.03494E+11,2.6443E+11,2.85552E+11,3.60832E+11,3.72319E+11,4.10279E+11,5.06708E+11,6.13953E+11,7.01288E+11,6.15552E+11,5.84878E+11,5.59869E+11,5.30684E+11,5.53138E+11,7.71471E+11,9.34173E+11,1.01885E+12,1.02521E+12,1.26918E+12,1.26928E+12,1.40147E+12,1.32282E+12,1.39398E+12,1.60109E+12,1.60568E+12,1.45288E+12,1.50311E+12,1.49315E+12,1.36564E+12,1.37766E+12,1.50141E+12,1.84454E+12,2.11963E+12,2.19695E+12,2.32054E+12,2.66059E+12,2.9303E+12,2.70089E+12,2.64519E+12,2.86516E+12,2.68367E+12,2.81188E+12,2.85596E+12,2.43919E+12,2.47296E+12,2.59515E+12,2.79096E+12,2.72887E+12,2.63901E+12,2.95788E+12,2.78291E+12
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104744290,1127684827,1067109509,1160268142,1275093662,1501941505,1724770867,1759739599,2017680722,2339015385,2489873331,2296065313,2331796784,2505740886,2427200583,2690110671,2914012852,2573906036,2813278761,2980057168,3188601035,3275684065,3248670978,3649878680,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,106500000,,,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,412000000,408000000,404028900,427094119
Gabon,141468978,167637907,182796536,154480244,215679855,226474286,245849782,271543680,294468565,318124701,323802475,381687073,430508358,722780701,1544216004,2157592937,3009409971,2809349074,2389479269,3030251116,4279637934,3862269127,3618007844,3391275731,3561451562,3339914759,3403638194,3281797039,3834503378,4186411457,5952293766,5402919788,5592390833,4378645081,4190819347,4958845649,5694040000,5326817111,4483417313,4662992036,5080483628,5023265411,5335451104,6511903364,7770219004,9582783997,10327598309,12455409575,15571348329,12113699059,14372593014,18210307754,17170464001,17595744804,18203966900,14383107763,14023890264,14929487496,16867326390,16874405460,15314577168,20217946921,21071739228
United Kingdom,73233970838,77741969043,81247567647,86561965531,94407562407,1.01825E+11,1.08573E+11,1.13117E+11,1.0776E+11,1.16465E+11,1.30682E+11,1.48107E+11,1.69969E+11,1.92552E+11,2.06152E+11,2.41735E+11,2.3261E+11,2.63079E+11,3.3588E+11,4.39012E+11,5.64954E+11,5.40721E+11,5.15007E+11,4.896E+11,4.61483E+11,4.89256E+11,6.01455E+11,7.4513E+11,9.10171E+11,9.26926E+11,1.09321E+12,1.14277E+12,1.17971E+12,1.06146E+12,1.14044E+12,1.34625E+12,1.42171E+12,1.56172E+12,1.655E+12,1.68941E+12,1.66605E+12,1.64877E+12,1.78578E+12,2.0567E+12,2.42305E+12,2.54481E+12,2.70998E+12,3.093E+12,2.93168E+12,2.41757E+12,2.4914E+12,2.6664E+12,2.70634E+12,2.78632E+12,3.06522E+12,2.93486E+12,2.69966E+12,2.68349E+12,2.87815E+12,2.85706E+12,2.70461E+12,3.12248E+12,3.07067E+12
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753501868,6357615894,3690328964,2701181331,2514070772,2693768413,3095047604,3510520231,3613498183,2800026344,3057475335,3219462780,3395766678,3991377904,5125365192,6410912050,7745249284,10172933118,12795147992,10766919442,12243219360,15107482383,16488819133,17190068236,17627336228,14953675993,15141598623,16242647230,17596922470,17470436259,15842922533,18629365612,24605375420
Ghana,1217230095,1302674325,1382515654,1540797589,1731296200,2053462968,2126300672,1747187645,1666909518,1962050556,2215028588,2417108578,2112293280,3006766758,2894409938,2810106383,2765254237,3189428571,3662478185,4020227920,4445228216,4222441615,4035994398,4057275043,4412279843,4504342149,5735921420,5074829932,5197840973,5251764270,5889174834,6603130040,6416079342,5968905679,5446370115,6464389656,6932984636,6891433841,7482072380,7718110781,4982849054,5314871684,6166197192,7632720680,8881419348,10744562615,20885042153,24827333947,28679383241,26048726186,32197648061,39336668081,41271708600,62824629066,54783320577,49406014245,56164933479,60405920071,67298913752,68337974419,70043095503,79156409410,72838798788
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,1995186721,2041538040,2384295815,2432029297,2666750820,3015058206,3284620422,3279096492,3383092770,3693710533,3868968366,3783700462,3588375622,3461282460,2995361112,2829435908,2950198724,3446441785,3635458214,2937071740,4220019243,6281917650,6964179188,6716904516,6853467833,6785137215,7638045226,8376613880,8778473643,8794202395,8595955601,10324668271,11857030366,13442861497,14177835841,16091817842,21227749389
"Gambia, The",,,,,,,44212088,46695009,41160066,45168072,52296084,55728656,59160576,75187768,95796034,115179738,112190823,138093106,171833062,207112650,241083113,218767720,216050535,213448616,177340879,225726370,185646984,220626481,266672202,284120332,317083688,690311093,714254263,755040935,746493955,785999880,848239406,803633369,840285265,814724056,782913866,687410630,578235309,487038679,961900641,1027701056,1054112488,1279703030,1561766956,1450142497,1543294945,1409693594,1415004743,1375609460,1229461732,1378176606,1484578897,1504909448,1670671340,1813609679,1812170878,2038414974,2273060863
Guinea-Bissau,,,,,,,,,,,78733595,78540057,87702829,89374237,98775329,108985740,112386489,114971207,122666859,118537875,110653831,154731970,165523635,163577538,138478901,143856253,130225019,173836362,164458120,213143016,243961996,257150374,226313444,236880822,235620044,253966922,270419779,268551011,206457553,224446664,371095522,392621390,417806651,477458577,532062895,587029096,592365660,696910784,868154628,830126429,849878489,1099818592,989271155,1046087367,1054915581,1048229633,1179004911,1350177012,1504630234,1439638411,1431758232,1638517607,1633559092
Equatorial Guinea,,,9122751,10840095,12712471,64748333,69110000,72317447,67514286,67225714,66331429,64946955,65429198,81203227,94159863,104295643,103653050,103987520,,,50642881,36731423,44294648,44442457,50320914,62118570,76407396,93345859,100534657,88265975,112119412,110906029,134707184,136047906,100807003,141853361,232463023,442337870,370687635,621117886,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16314443429,21357343682,22388344124,21948834290,21765453087,13185496881,11240808847,12200913888,13097012124,11364133546,10099157996,12269393392,11813908448
Greece,4335186017,4961400439,5213047711,5895278024,6669673257,7689154053,8591517944,9275600800,10090675903,11615657031,13139863636,14591750000,16885511364,22347848101,25351306818,28525876727,31152835821,36176234968,44270204082,54481876725,56829664269,52346506765,54617989796,49428873839,48020024184,47820851221,56379593476,65652750377,76261277925,79169043223,97891092003,1.05143E+11,1.16225E+11,1.08809E+11,1.16602E+11,1.36878E+11,1.45862E+11,1.43158E+11,1.44428E+11,1.42589E+11,1.30458E+11,1.36309E+11,1.54564E+11,2.0237E+11,2.40964E+11,2.47875E+11,2.73547E+11,3.18903E+11,3.55909E+11,3.31309E+11,2.97125E+11,2.82996E+11,2.42029E+11,2.38908E+11,2.35458E+11,1.95684E+11,1.93148E+11,1.99844E+11,2.12049E+11,2.05257E+11,1.88926E+11,2.14874E+11,2.19066E+11
Grenada,,,,,,,,,,,,,,,,,,71494495,88322386,102244362,110900457,115651919,125435590,131803552,145533311,167728455,187589523,215009570,236357524,267327642,278098763,300757889,310160444,309812185,325111815,342172519,366911444,392190593,445903593,482009370,520044370,520444185,540336926,591018407,599118593,695555556,698700667,758683593,825976037,771275556,771014815,778655556,799881481,842618519,911496296,997007407,1061640741,1125685185,1166514815,1213485185,1043411111,1122800000,1256413185
Greenland,,,,,,,,,,,69520027,88571005,106101303,140153748,169918949,211192468,240779418,282269765,355987433,420645795,476051769,435749014,402403057,416184086,379371914,412876396,603016318,787390447,898607671,929799902,1018977225,1016500016,1037916105,927214128,1005887592,1208953359,1197515638,1072154407,1149858127,1131555107,1068024994,1086170639,1169136691,1558759744,1822499871,1849802648,2013106817,2249811365,2499092396,2529964061,2503167187,2684461608,2609678695,2684947140,2842065877,2499113085,2707146783,2851610656,3055791341,2997331094,3082909158,3235816195,
